"ID","CustomerCode","ProductCode","Month","ProductCost","DistributionCost","SalesCommission"
2005,"3104","00579","200903",101.05,17.96,41.76
2006,"1305","00029","200903",51.3,15.48,36
2007,"7501","00050","200903",99.375,64.3031,52.8
2009,"1900","00041","200903",191.6,29.92,69.6
2010,"1403","00022","200903",180.95,18.06,42
2011,"0608","00049","200903",95.6625,17.2996,39.74
2012,"3004","00049","200903",127.55,31.277,71.8
2013,"1730","00042","200903",445.75,60.06,139.72
2014,"2202","00036","200903",195.9,19.2219,36
2015,"7511","00050","200903",165.625,107.1907,88
2016,"8002","00049","200903",95.6625,22.9918,52.8
2017,"1207","00019","200903",520.5875,59.86,139.22
2018,"7705","00029","200903",102.6,27.86,64.8
2019,"1400","00042","200903",297.175,43.34,100.8
2021,"7521","00029","200903",64.125,19.36,45
2022,"0612","00014","200903",185.4,28.7427,61.2
2023,"2154","00042","200903",942.3466,369.1305,143.6216
2024,"1902","00017","200903",278.125,19.56,45.5
2025,"3008","00029","200903",85.5,19.44,45.2
2026,"7512","00049","200903",95.6625,22.9918,52.8
2027,"0803","00042","200903",445.7625,53.88,125.28
2028,"0803","00049","200903",95.6625,23.0729,53
2029,"3201","00035","200903",466.4125,70.18,163.2
2030,"7701","00016","200903",274.975,19.82,46.08
2032,"3304","00029","200903",53.4375,18.58,43.2
2033,"3207","00033","200903",403.6,46.78,108.78
2034,"1702","00049","200903",79.725,20.9053,48
2035,"3108","00042","200903",371.475,36.64,85.2
2036,"7406","00029","200903",397.575,131.58,306
2037,"3205","00021","200903",242.75,28.08,65.28
2038,"1900","00049","200903",239.175,57.4897,132
2039,"0033","00049","200903",127.55,23.4577,53.86
2040,"6035","00022","200903",144.7625,15.88,36.96
2041,"7406","00049","200903",924.8,229.9588,527.98
2042,"4100","00017","200903",370.825,26.08,60.68
2044,"8605","00041","200903",239.5,46.44,151.2
2045,"8605","00042","200903",619.125,69.66,226.8
2046,"7521","00803","200903",429.175,26.32,48.96
2047,"3203","00033","200903",645.7625,70.18,163.2
2048,"7301","00049","200903",95.6625,22.9918,52.8
2049,"1204","00042","200903",297.175,36.64,85.24
2050,"1709","00019","200903",239.1875,34.84,81.02
2051,"5700","00049","200903",127.55,22.9918,52.8
2052,"2805","00017","200903",370.825,34.68,80.64
2053,"3403","00050","200903",99.375,64.3031,52.8
2055,"6015","00021","200903",151.725,17.54,40.8
2056,"7802","00029","200903",102.6,30.96,72
2057,"7802","00049","200903",191.3375,45.9229,105.4
2058,"7406","00050","200903",82.8125,53.5954,44
2059,"1730","00049","200903",95.6625,28.7448,66
2060,"2201","00042","200903",297.175,35.9,83.52
2061,"1303","00029","200903",68.4,24.76,57.6
2062,"0035","00035","200903",388.675,42.1,97.92
2063,"0001","00041","200903",143.7,30.22,70.32
2064,"0001","00042","200903",594.35,72.58,168.76
2065,"2702","01040","200903",220.675,28.9,53.76
2066,"0048","00049","200903",606.7319,641.9757,246.3967
2068,"2202","01040","200903",294.2375,28.9,53.76
2069,"2900","01097","200903",61.55,27.86,64.8
2070,"1203","01105","200903",299.85,24.76,57.6
2071,"4102","01093","200903",128.5,16.34,30.4
2072,"3205","00033","200903",403.6,46.78,108.78
2073,"2003","01105","200903",269.8625,28.08,65.28
2074,"1730","01093","200903",154.2,26.62,49.54
2075,"6024","00022","200903",217.1375,21.68,50.4
2076,"9102","01040","200903",367.8,24.08,44.8
2077,"3304","01040","200903",220.675,29.48,54.84
2078,"1303","01092","200903",782.775,62.622,117.4162
2080,"0806","01093","200903",77.1,9.8,18.24
2081,"5700","00803","200903",660.2875,43.86,81.6
2082,"8404","00050","200903",99.375,65.6062,75.4
2083,"8000","00029","200903",68.4,20.64,48
2084,"1206","01105","200903",1319.3375,112.56,261.8
2085,"7802","00042","200903",297.175,35.9,83.52
2086,"0004","01093","200903",131.0625,16.34,30.4
2087,"1304","01093","200903",107.9375,16,29.76
2088,"3404","01040","200903",183.9,24.08,44.8
2089,"3100","01092","200903",134.1875,10.735,20.1281
2091,"2403","00041","200903",479,95.76,222.72
2092,"7509","00041","200903",287.4,59.86,139.2
2093,"7509","00042","200903",891.5375,107.74,250.56
2094,"2805","00022","200903",144.7625,24.08,56
2095,"0805","00049","200903",111.6125,27.3674,62.84
2096,"1724","00049","200903",127.55,30.9529,71.04
2097,"1734","00029","200903",51.3,16.92,39.36
2098,"1306","01210","200903",282.1875,46.44,86.4
2099,"6024","01093","200903",154.2,15.7,29.18
2100,"1712","00042","200903",260.025,30.66,71.28
2101,"4002","00049","200903",95.6625,22.9918,52.8
2103,"1700","01093","200903",92.5125,13.3,24.76
2104,"0004","00029","200903",61.55,13.94,32.4
2105,"7509","00688","200903",487.8,66.12,153.8
2106,"0806","01210","200903",282.1875,39.48,73.44
2107,"3412","00041","200903",172.4375,26.94,62.64
2108,"0006","01093","200903",154.2,15.7,29.18
2109,"0107","00041","200903",143.7,22.48,52.32
2110,"3407","01092","200903",149.1,11.928,22.365
2111,"1404","01355","200903",147.5875,18.58,43.2
2112,"0035","01355","200903",110.6875,10.84,25.2
2114,"1730","01355","200903",172.1875,21.68,50.4
2115,"7521","01355","200903",110.6875,10.88,25.28
2116,"3400","00029","200903",68.4,19.34,45
2117,"7002","01355","200903",110.675,11.56,26.88
2118,"0044","01355","200903",1684.8274,610.1819,237.1733
2119,"1736","00042","200903",297.175,35.9,83.52
2120,"6012","01093","200903",77.1,7.84,14.6
2121,"0037","01355","200903",110.6875,10.84,25.2
2122,"4801","01092","200903",149.1,11.928,22.365
2123,"4801","01097","200903",61.55,18.58,43.2
2124,"3205","01355","200903",110.6875,9.64,22.4
2125,"7702","01105","200903",269.8625,30.96,72
2127,"7901","00847","200903",175.475,21.68,40.32
2128,"7901","01424","200903",188.9875,29.42,54.72
2129,"9201","01467","200903",215.275,37.16,86.4
2130,"6015","01093","200903",154.2,15.7,29.18
2131,"3300","01040","200903",220.675,29.12,54.14
2132,"5700","01093","200903",154.2,15.7,29.18
2133,"8503","01093","200903",77.1,7.84,18.24
2134,"1708","00019","200903",281.4,38.4,89.28
2135,"2102","01093","200903",123.35,9.8,18.24
2136,"8404","01467","200903",215.275,37.16,120.96
2137,"6025","01093","200903",154.2,15.7,29.18
2139,"2803","01210","200903",376.25,46.44,86.4
2140,"1704","01467","200903",179.4,31.58,73.44
2141,"7202","00041","200903",574.8,119.72,278.4
2142,"8405","01467","200903",215.275,37.9,123.38
2143,"3104","01467","200903",215.275,37.16,86.4
2144,"3308","00688","200903",243.9,30.72,71.42
2145,"3308","01105","200903",359.8125,38.4,89.28
2146,"0002","00049","200903",79.725,21.8372,50.16
2147,"8902","00049","200903",95.6625,22.9918,52.8
2148,"9210","00049","200903",127.55,27.5902,63.36
2150,"1709","01093","200903",102.8,6.54,12.16
2151,"7404","00022","200903",130.2875,21.68,50.4
2152,"7519","01467","200903",215.275,37.16,86.4
2153,"3301","01467","200903",215.275,37.16,86.4
2154,"0103","01263","200903",174,25.8,60
2155,"5103","00049","200904",79.725,18.1909,41.76
2156,"0600","00042","200904",891.525,106.32,247.28
2157,"4102","00049","200904",95.6625,27.5902,63.36
2158,"0610","00042","200904",210.5,23.96,55.68
2159,"2700","00033","200904",403.6,70.18,163.2
2160,"7001","00049","200904",95.6625,23.9642,55
2162,"0601","00042","200904",872.9625,101.48,235.94
2163,"0604","00042","200904",941.05,103.32,240.28
2164,"2803","00033","200904",363.2375,46.44,108
2165,"1700","00049","200904",79.725,20.3787,46.8
2166,"1807","00049","200904",79.725,26.1317,60
2167,"2701","01105","200904",479.75,41.28,96
2168,"2700","00049","200904",95.6625,36.3615,83.52
2169,"3303","00041","200904",184.4125,37.72,87.7
2170,"3300","00049","200904",191.3375,43.6541,100.22
2171,"3008","00049","200904",79.725,14.5649,33.4
2173,"1305","00049","200904",95.6625,24.268,55.68
2174,"7100","00049","200904",430.4875,98.9763,227.24
2175,"4001","00049","200904",350.7625,80.8664,185.6
2176,"3900","00049","200904",95.6625,24.268,55.68
2177,"4100","00049","200904",95.6625,24.268,55.68
2178,"2407","00049","200904",95.6625,24.268,55.68
2179,"6013","00049","200904",143.5,36.3615,83.52
2180,"3207","00049","200904",478.35,161.6113,371.04
2181,"0400","00049","200904",79.725,20.9053,48
2182,"3201","00049","200904",334.8375,96.8695,222.48
2183,"3603","00049","200904",127.55,30.1021,69.12
2184,"1207","00049","200904",79.725,19.852,45.6
2186,"1804","00042","200904",247.65,41.28,96
2187,"1300","00042","200904",742.95,64.66,150.34
2188,"3006","00049","200904",159.45,32.9786,75.72
2189,"3305","00034","200904",453.9875,61.92,144
2190,"3305","00049","200904",79.725,24.268,55.68
2191,"3205","00042","200904",1634.475,205.9,478.84
2192,"3803","00029","200904",82.075,18.58,43.2
2193,"3403","00049","200904",127.55,24.268,55.68
2194,"8405","00049","200904",95.6625,24.268,77.96
2195,"0606","00042","200904",278.6,32.92,76.56
2196,"3501","00029","200904",68.4,15.48,36
2198,"3604","00049","200904",653.725,138.2143,317.36
2199,"1203","00049","200904",143.5,31.986,73.44
2200,"1303","00042","200904",321.9375,36.64,85.24
2201,"3206","00041","200904",344.875,59.86,139.2
2202,"3206","00049","200904",191.3375,48.4955,111.36
2203,"7902","00049","200904",669.675,169.8964,390.06
2204,"0616","00042","200904",709.9125,70.8,164.54
2205,"1304","00029","200904",76.95,27.86,64.8
2206,"5201","00029","200904",171,46.44,108
2207,"0809","00042","200904",222.875,26.94,62.64
2209,"3205","00029","200904",76.95,24.76,57.6
2210,"3205","00041","200904",517.3,105.34,244.98
2211,"3802","00049","200904",79.725,19.5481,44.88
2212,"1103","00042","200904",222.875,28.72,66.82
2213,"7704","00049","200904",95.6625,21.8372,50.12
2214,"0600","00049","200904",95.6625,24.2073,55.58
2215,"0702","00049","200904",79.725,16.5096,37.92
2216,"0702","00042","200904",222.875,26.94,62.64
2217,"3902","00049","200904",95.6625,24.268,55.68
2218,"3200","00049","200904",127.55,32.3304,74.24
2219,"3200","00041","200904",229.9125,47.88,111.36
2221,"3701","00049","200904",159.45,38.8937,89.28
2222,"1101","00042","200904",594.35,89.78,208.8
2223,"0615","00042","200904",435.4375,50.9,118.32
2224,"2401","00042","200904",396.2375,35.9,83.52
2225,"0400","00042","200904",247.65,29.92,69.6
2226,"3200","00042","200904",594.35,64.66,150.34
2227,"1203","00042","200904",850.25,79.14,184.02
2228,"1713","00042","200904",371.475,36.24,84.28
2229,"1404","00042","200904",247.65,36.12,84
2230,"7500","00042","200904",396.2375,43.28,100.6
2232,"1103","00049","200904",191.3375,45.9229,105.4
2233,"1703","00049","200904",111.6125,24.7339,56.8
2234,"1206","00049","200904",95.6625,19.8115,45.5
2235,"1102","00042","200904",247.65,35.9,83.52
2236,"2902","00049","200904",127.55,18.1909,41.76
2237,"1902","00042","200904",297.175,36.64,85.24
2238,"1104","00049","200904",95.6625,23.0729,53
2239,"0602","00042","200904",247.65,22.48,52.32
2240,"2202","00049","200904",860.9875,231.0122,530.5
2241,"2804","00029","200904",141.075,38.54,89.6
2242,"2804","00049","200904",79.725,22.4651,51.6
2243,"1304","00042","200904",247.65,35.9,83.52
2245,"3203","00041","200904",172.4375,43.1,100.22
2246,"2803","00042","200904",1139.175,125.72,292.38
2247,"3203","00049","200904",95.6625,36.3615,83.52
2248,"2401","00049","200904",95.6625,24.268,55.68
2249,"2702","00033","200904",484.325,58.48,136
2250,"3203","00042","200904",1386.825,181.94,423.16
2251,"0604","00049","200904",127.55,32.2898,74.12
2252,"2201","00017","200904",370.825,34.68,80.64
2253,"0608","00042","200904",247.65,29.92,69.6
2254,"2202","00017","200904",278.125,26.02,60.48
2255,"1805","00042","200904",334.325,39.22,91.2
2257,"1805","00049","200904",159.45,40.9801,94.08
2258,"7002","00049","200904",79.725,19.9735,45.84
2259,"7202","00049","200904",494.2875,113.4196,260.4
2260,"3604","00029","200904",188.1,46.56,108.32
2261,"3206","00042","200904",742.9375,83.78,194.88
2262,"1207","00042","200904",396.2375,36.48,84.86
2263,"3603","00029","200904",68.4,19.34,45
2264,"1727","00042","200904",247.65,30.22,70.32
2265,"1727","00049","200904",95.6625,25.0783,57.6
2266,"7403","00049","200904",430.5125,106.6132,244.8
2268,"0200","00049","200904",175.3875,35.8348,82.32
2269,"6034","00049","200904",127.55,19.4063,44.54
2270,"8301","00049","200904",223.2125,53.5801,123.02
2271,"1715","00042","200904",297.175,36.28,84.38
2272,"3303","00049","200904",79.725,21.8372,50.16
2273,"1719","00042","200904",270.3375,27.22,63.28
2274,"7519","00049","200904",334.8375,74.9513,172.08
2275,"2101","00049","200904",79.725,15.1523,34.8
2276,"7703","00042","200904",445.7625,53.88,125.28
2277,"7900","00049","200904",318.9,68.9957,158.4
2278,"0605","00042","200904",264.15,29.36,68.26
2280,"2406","00049","200904",95.6625,36.3615,83.52
2281,"3407","00049","200904",95.6625,18.1909,41.76
2282,"8402","00049","200904",95.6625,24.268,77.96
2283,"3300","00042","200904",247.65,30.56,71.04
2284,"3300","00041","200904",143.7,30.56,71.04
2285,"3402","00049","200904",95.6625,24.268,55.68
2286,"1001","00042","200904",247.65,35.9,83.52
2287,"0043","00049","200904",364.0106,398.4906,214.005
2288,"1000","00049","200904",95.6625,22.9918,52.8
2289,"3207","00042","200904",643.8875,107.74,250.56
2291,"7202","00029","200904",123.1125,33.44,77.76
2292,"3301","00042","200904",1040.125,116.7,271.44
2293,"1300","00049","200904",589.9625,129.7266,297.84
2294,"1726","00049","200904",95.6625,23.5793,54.14
2295,"4001","00041","200904",574.7875,101.76,236.64
2296,"2701","00049","200904",287,53.6003,123.12
2297,"1708","00042","200904",606.7375,73.06,169.92
2298,"3501","01093","200904",192.75,32.68,60.8
2299,"0614","00049","200904",79.725,20.1558,46.32
2300,"1720","00049","200904",79.725,19.3455,44.4
2301,"1307","00049","200904",127.55,22.9311,52.6
2302,"7204","00049","200904",382.675,95.3502,218.98
2304,"2601","00049","200904",95.6625,22.9918,52.8
2305,"1303","00049","200904",95.6625,27.5902,63.36
2306,"3102","00042","200904",396.2375,36,83.72
2307,"0034","00042","200904",1362.0625,158.54,368.64
2308,"0034","00049","200904",127.55,29.0892,66.82
2309,"4911","00049","200904",111.6125,21.2092,48.72
2310,"6500","00049","200904",95.6625,24.268,55.68
2311,"1309","00049","200904",111.6125,18.1909,41.76
2312,"0403","00029","200904",68.4,19.7,45.8
2313,"7903","00049","200904",574,145.5474,334.18
2314,"2803","00035","200904",349.8,46.44,108
2316,"2803","00034","200904",349.95,46.44,108
2317,"3108","00049","200904",382.675,101.8528,233.86
2318,"3400","00049","200904",79.725,24.268,55.68
2319,"0609","00042","200904",470.525,56.86,132.24
2320,"5202","00049","200904",95.6625,18.1909,41.76
2321,"2805","00042","200904",247.65,27.86,64.8
2322,"0053","00049","200904",728.0213,995.5612,382.1126
2323,"3205","00049","200904",159.45,43.6541,100.22
2324,"6000","00049","200904",191.325,42.4589,97.44
2325,"3501","00042","200904",247.65,30.56,71.04
2327,"1204","00049","200904",95.6625,24.4503,56.16
2328,"7101","00049","200904",334.8375,83.8442,192.52
2329,"3302","00049","200904",95.6625,24.268,55.68
2330,"6035","00049","200904",95.6625,24.268,55.68
2331,"3105","00049","200904",95.6625,24.268,55.68
2332,"0812","00042","200904",297.175,38.76,90.14
2333,"2805","00049","200904",79.725,22.9918,52.8
2334,"2002","00041","200904",143.7,40.4,93.96
2335,"2002","00049","200904",79.725,29.7982,68.4
2336,"0010","00042","200904",297.175,35.9,83.52
2337,"1800","00029","200904",51.3,10.66,24.8
2339,"2600","00049","200904",95.6625,24.268,55.68
2340,"3601","00049","200904",191.3375,45.1734,103.68
2341,"6701","00049","200904",95.6625,21.8372,50.12
2342,"7402","00049","200904",494.2875,121.2388,278.4
2343,"3802","00042","200904",297.175,35.9,83.52
2344,"1001","00049","200904",207.275,56.963,130.8
2345,"3500","00049","200904",79.725,20.1558,46.32
2346,"3900","00029","200904",102.6,30.96,72
2347,"3900","00042","200904",247.65,29.92,69.6
2348,"3102","00049","200904",191.325,18.1909,41.76
2350,"3207","00041","200904",143.7,35.9,83.52
2351,"3201","00033","200904",363.2375,42.1,97.92
2352,"1705","00049","200904",95.6625,22.9918,52.8
2353,"8505","00049","200904",191.325,37.0503,119.14
2354,"3604","00033","200904",403.6,43.86,102
2355,"5402","00049","200904",95.6625,24.268,55.68
2356,"3405","01093","200904",128.5,16.34,30.4
2357,"4500","00049","200904",95.6625,24.268,55.68
2358,"1406","00049","200904",111.6125,28.8259,66.2
2359,"1711","00049","200904",79.725,20.6015,47.28
2360,"2005","00049","200904",143.5,38.7924,89.08
2361,"0011","00049","200904",111.6125,23.1134,53.08
2363,"1310","00049","200904",159.45,45.9837,105.6
2364,"7521","00049","200904",366.725,84.8571,194.88
2365,"1733","00049","200904",191.3375,42.9856,98.74
2366,"7800","00049","200904",95.6625,18.1909,41.76
2367,"1401","00042","200904",297.175,36.52,84.96
2368,"2800","00042","200904",247.65,30.56,71.04
2369,"1302","00042","200904",1040.125,109.18,253.9
2370,"7521","00022","200904",622.4875,77.06,179.2
2371,"3007","00049","200904",127.55,24.268,55.68
2372,"1206","00688","200904",203.25,18,41.88
2373,"0012","00049","200904",79.725,24.268,55.68
2375,"7511","00042","200904",445.7625,53.88,125.28
2376,"8300","00049","200904",127.55,36.8072,84.48
2377,"1206","00042","200904",1073.1375,119.2,277.22
2378,"3004","00049","200904",79.725,24.268,55.68
2379,"3207","00033","200904",726.4875,93.56,217.58
2380,"3108","00042","200904",346.7,35.9,83.52
2381,"3203","00033","200904",686.125,87.72,204
2382,"1204","00042","200904",396.2375,43.1,100.22
2383,"7802","00049","200904",95.6625,24.7137,56.74
2384,"3205","00033","200904",363.2375,56.14,130.56
2386,"1700","01093","200904",77.1,11.7,21.76
2387,"6025","01093","200904",154.2,15.7,29.18
2388,"7202","00041","200904",718.5,135.2,314.4
2389,"3308","00688","200904",447.15,55.04,128
2390,"3106","00029","200904",51.3,13.94,32.4
2391,"6023","00049","200904",95.6625,18.1909,41.76
2392,"7100","01040","200904",183.9,23.84,44.36
2393,"0041","00049","200904",303.366,338.2846,129.7865
2394,"7101","00036","200904",391.8,53.3195,99.84
2395,"0503","01093","200904",154.2,19.6,36.48
2396,"3108","00029","200904",51.3,15.78,36.72
2398,"3604","01040","200904",367.8,36.12,67.2
2399,"6010","00036","200904",244.875,34.2964,64.2
2400,"5001","00049","200904",223.2125,53.5396,122.96
2401,"5001","00041","200904",143.7,29.92,69.6
2402,"7601","00049","200904",159.45,42.2158,96.96
2403,"7600","00847","200904",233.975,26.26,48.84
2404,"7704","00041","200904",158.0625,26.94,62.64
2405,"0608","01092","200904",149.1,11.928,22.365
2406,"0608","01097","200904",51.3,23.22,54
2407,"1401","00033","200904",766.8375,104.96,244.08
2409,"1310","00034","200904",340.4875,42.1,97.92
2410,"7500","00033","200904",484.325,63.4,147.46
2411,"7500","00035","200904",388.675,52.84,122.88
2412,"0501","00049","200904",191.325,41.3448,94.96
2413,"0200","00022","200904",188.1875,23.62,54.94
2414,"4906","00042","200904",297.175,27,62.78
2415,"1501","00029","200904",51.3,15.78,36.72
2416,"4000","00041","200904",229.9125,47.88,111.36
2417,"2101","01355","200904",122.975,10.84,25.2
2418,"4100","00050","200904",99.375,67.8723,55.68
2419,"3206","00688","200904",203.25,22.02,51.2
2420,"7704","00688","200904",447.15,49.54,115.2
2422,"4902","00049","200904",95.6625,24.7137,56.74
2423,"7203","00029","200904",64.125,19.36,45
2424,"3000","00033","200904",484.325,71.56,166.46
2425,"1732","00029","200904",71.8125,25.4,59.04
2426,"1403","01467","200904",215.275,27.86,64.8
2427,"2101","00017","200904",239.4875,19.159,35.9231
2428,"0005","01093","200904",154.2,15.7,29.18
2429,"3200","00014","200904",274.2375,49.8847,106.24
2430,"0053","00029","200904",536.8122,677.8339,263.5259
2431,"0811","00042","200904",732.625,93.74,218.02
2432,"3701","00033","200904",484.325,70.22,163.3
2434,"0600","00022","200904",260.575,65.02,151.2
2435,"2000","00042","200904",297.175,44.9,104.4
2436,"0105","00049","200904",79.725,15.3954,35.32
2437,"7510","00048","200904",244.2125,26.84,62.4
2438,"9300","00049","200904",79.725,20.2166,46.4
2439,"0007","00049","200904",239.175,57.3884,131.76
2440,"1805","00029","200904",51.3,16,37.2
2441,"1309","00042","200904",247.65,35.9,83.52
2442,"0812","00049","200904",95.6625,24.7137,56.74
2443,"6016","00041","200904",172.4375,27,62.78
2445,"8301","00042","200904",260.025,31.42,73.08
2446,"2700","00017","200904",370.825,52,120.96
2447,"1310","00033","200904",484.325,56.14,130.56
2448,"0053","00042","200904",1130.7969,884.7309,343.9013
2449,"3207","00034","200904",378.325,46.78,108.78
2450,"3802","00029","200904",68.4,24.76,57.6
2451,"7510","00049","200904",79.725,24.268,55.68
2452,"0037","00033","200904",645.7625,70.18,163.2
2453,"4000","00049","200904",191.3375,45.1734,103.68
2454,"8502","00049","200904",95.6625,24.268,77.96
2455,"0049","00042","200904",942.3466,368.8021,143.2922
2457,"3200","00019","200904",253.25,34.12,79.34
2458,"1702","00042","200904",284.7875,35.9,83.52
2459,"3801","00016","200904",258.8,20.24,47.04
2460,"5202","00050","200904",82.8125,42.3777,34.8
2461,"3308","00042","200904",749.125,89.22,207.54
2462,"7902","00033","200904",363.2375,56.76,132
2463,"7902","00035","200904",349.8,56.76,132
2464,"8508","00049","200904",191.3375,48.4955,155.9
2465,"6016","00050","200904",82.8125,40.3382,33.12
2466,"3207","00014","200904",247.2,74.827,159.36
2468,"3900","00050","200904",99.375,53.482,43.92
2469,"7200","00029","200904",64.125,19.36,45
2470,"6032","00022","200904",289.525,28.9,67.2
2471,"1706","00042","200904",396.2375,53.16,123.64
2472,"5900","00022","200904",159.2375,14.44,33.6
2473,"3308","00029","200904",102.6,38.7,90
2474,"6002","00022","200904",144.7625,14.44,33.6
2475,"7201","00049","200904",191.325,72.723,167.04
2476,"3804","00016","200904",194.1,20.24,47.04
2477,"3303","00017","200904",278.125,26.02,60.48
2478,"7201","00029","200904",85.5,19.36,45
2479,"1737","00042","200904",222.875,27.22,63.28
2481,"0034","00029","200904",54.7125,18.58,43.2
2482,"8407","00049","200904",95.6625,19.6899,63.3
2483,"2804","00042","200904",297.175,34.42,80.06
2484,"6016","00694","200904",82.9625,25.7,59.76
2485,"3308","01040","200904",220.675,28.9,53.76
2486,"6031","00049","200904",79.725,20.2166,46.4
2487,"6016","01040","200904",220.675,26.02,48.38
2488,"6008","00049","200904",95.6625,18.1909,41.76
2489,"3804","01093","200904",246.7125,31.36,58.36
2490,"0040","00034","200904",1439.5852,864.3696,335.9956
2491,"8503","00049","200904",95.6625,24.268,77.96
2493,"1803","01092","200904",149.1,11.928,22.365
2494,"1803","01097","200904",51.3,23.22,54
2495,"5701","00022","200904",180.95,18.06,42
2496,"6016","00803","200904",396.175,29.48,54.84
2497,"0501","00042","200904",227.0125,22.02,51.2
2498,"6016","01105","200904",599.7,51.6,120
2499,"9000","00019","200904",168.8375,12.8,29.76
2500,"6024","01210","200904",376.25,46.44,86.4
2501,"4112","01105","200904",299.85,34.4,80
2502,"6021","00049","200904",95.6625,23.8224,54.72
2504,"4000","01093","200904",77.1,6.168,11.565
2505,"4100","01093","200904",92.5125,7.401,13.8769
2506,"3601","01093","200904",77.1,6.168,11.565
2507,"4600","00050","200904",132.5,90.4209,74.24
2508,"7403","00017","200904",1483.325,130.04,302.4
2509,"1712","01467","200904",179.4,27.86,64.8
2510,"0041","01040","200904",1819.3872,1048.6065,407.6966
2511,"5403","01093","200904",83.525,6.682,12.5287
2512,"6016","01097","200904",64.125,14.58,33.9
2513,"1104","01040","200904",183.9,24.08,44.8
2514,"0616","01093","200904",129.7875,10.383,19.4681
2516,"8401","00049","200904",79.7125,13.8154,44.36
2517,"1302","00041","200904",229.9125,40.94,95.22
2518,"3100","01093","200904",123.35,15.7,29.18
2519,"7403","01340","200904",144,21.46,49.92
2520,"3401","01093","200904",128.5,16.34,30.4
2521,"6001","00049","200905",191.325,36.3818,83.52
2522,"7300","00049","200905",366.725,92.9599,213.44
2523,"4900","00049","200905",159.45,30.3046,69.6
2524,"1724","00042","200905",293.175,36.28,84.38
2525,"0600","00042","200905",219.8875,26.94,62.64
2527,"1734","00042","200905",244.3125,32.62,75.84
2528,"0610","00042","200905",219.8875,26.94,62.64
2529,"7001","00049","200905",95.6625,23.9642,55
2530,"0610","00049","200905",191.3375,38.448,88.32
2531,"0610","00041","200905",139.625,29.92,69.6
2532,"6004","00049","200905",95.6625,18.1909,41.76
2533,"0601","00042","200905",1003.725,107.82,250.76
2534,"0601","00049","200905",207.275,44.2415,101.62
2535,"0604","00042","200905",219.8875,22.78,53
2536,"7900","00042","200905",244.3125,30.96,72
2537,"1807","00049","200905",95.6625,26.3545,60.48
2538,"2700","00042","200905",2198.8625,192.86,448.5
2540,"6012","00017","200905",472.45,26.02,60.48
2541,"3300","00049","200905",127.55,38.7924,89.08
2542,"3204","00049","200905",95.6625,24.268,55.68
2543,"3008","00049","200905",255.1125,65.8964,151.3
2544,"1305","00049","200905",79.725,16.4893,37.86
2545,"7100","00049","200905",159.4375,34.2548,78.62
2546,"3402","01092","200905",298.2,23.856,44.73
2547,"6013","00017","200905",283.4625,13,30.24
2548,"3900","00049","200905",446.4375,113.136,259.66
2549,"4100","00049","200905",111.6125,28.2789,64.96
2550,"2407","00049","200905",191.3375,36.3615,83.52
2552,"3202","00034","200905",605.325,70.18,163.2
2553,"3202","00049","200905",255.1,56.5984,129.92
2554,"3202","00033","200905",363.2375,46.78,108.78
2555,"1600","00049","200905",79.725,20.6015,47.28
2556,"3207","00049","200905",318.9,76.6529,176
2557,"3603","00042","200905",244.3125,29.92,69.6
2558,"3201","00049","200905",478.3375,121.1173,278.02
2559,"5200","00049","200905",95.6625,18.1909,41.76
2560,"1804","00049","200905",79.725,20.9053,48
2561,"1804","00042","200905",586.35,76.8,178.56
2563,"3205","00042","200905",1856.8125,150.84,350.78
2564,"7500","00049","200905",207.275,45.4772,104.4
2565,"0606","00042","200905",635.2125,77.8,180.96
2566,"0500","00049","200905",159.45,32.3101,74.2
2567,"1305","00042","200905",366.475,43.1,100.22
2568,"1203","00049","200905",207.275,53.5396,122.92
2569,"0014","00049","200905",127.55,24.268,55.68
2570,"3308","00049","200905",159.45,45.9837,105.6
2571,"0611","00049","200905",127.55,24.268,55.68
2572,"0044","00042","200905",2231.2001,884.7309,343.9013
2573,"1303","00042","200905",366.475,38.98,90.62
2575,"3206","00049","200905",127.55,48.4955,111.36
2576,"8607","00049","200905",95.6625,24.268,77.96
2577,"7703","00049","200905",191.3375,36.3615,83.52
2578,"2900","00049","200905",79.725,19.4063,44.54
2579,"0615","00049","200905",95.6625,36.3615,83.52
2580,"1722","00049","200905",207.275,47.2801,108.58
2581,"0616","00042","200905",517.125,50.9,118.32
2582,"1720","00033","200905",363.2375,47.2,109.76
2583,"0612","00042","200905",256.525,27.76,64.56
2584,"1100","00042","200905",244.3125,29.92,69.6
2586,"7519","00042","200905",219.8875,25.06,58.32
2587,"3403","00041","200905",223.4125,36,83.72
2588,"1708","00049","200905",111.6125,36.3615,83.52
2589,"1100","00049","200905",239.175,43.2692,99.36
2590,"0008","00049","200905",175.3875,40.2509,92.4
2591,"3205","00029","200905",85.5,16.16,37.6
2592,"2407","00029","200905",51.3,16.16,37.6
2593,"3205","00041","200905",139.625,17.96,41.76
2594,"3802","00049","200905",79.725,20.2166,46.4
2595,"0607","00042","200905",855.1125,92.08,214.12
2596,"1103","00042","200905",238.2,28.72,66.82
2597,"7704","00049","200905",95.6625,36.402,83.52
2599,"1307","00042","200905",586.3625,61.42,142.84
2600,"4601","00049","200905",79.725,20.2166,46.4
2601,"3307","00042","200905",293.175,53.88,125.28
