"ID","CustomerCode","ProductCode","Month","BudgetQuantity","BudgetNetValue","BudgetMarginPercent"
1307,"3201","00021","201102",388,309.7831,-0.008319
1308,"7900","00029","201102",330,347.2427,0.013388
1309,"0046","00042","201102",1610,3034.3942,0.009743
1310,"3605","00041","201102",172,392.4133,0.016567
1311,"0701","00049","201102",138,126.9648,0.006672
1313,"3203","00029","201102",139,214.7422,0.037903
1314,"2001","00042","201102",129,261.4401,0.010377
1315,"2900","00042","201102",136,305.0506,0.004626
1316,"8504","00049","201102",166,252.332,0.009133
1317,"2201","01210","201102",344,908.5219,0.0559
1318,"1104","01210","201102",344,1354.2807,0.059286
1319,"1803","01093","201102",186,124.2763,-0.001159
1320,"8404","00019","201102",187,282.5679,0.007864
1321,"5701","00049","201102",221,224.1585,0.013608
1322,"7505","01210","201102",129,423.2033,0.015066
1324,"2402","00042","201102",315,579.1624,0.016942
1325,"3103","01093","201102",139,104.1728,0.002209
1326,"7401","00847","201102",172,254.3828,0.012392
1327,"2403","00029","201102",139,172.1593,0.026425
1328,"1404","01210","201102",315,998.782,0.033805
1329,"3604","00017","201102",172,213.9124,-0.00749
1330,"7703","01424","201102",143,357.3702,0.040383
1331,"7703","01105","201102",143,338.2873,0.007423
1332,"0003","00029","201102",418,480.2915,0.058733
1333,"0003","00049","201102",497,704.8148,0.078447
1334,"0003","00019","201102",156,235.4733,0.021834
1336,"1205","00688","201102",143,261.6089,0.003598
1337,"9204","00050","201102",276,378.5116,0.014808
1338,"7516","00029","201102",1170,1374.2862,0.157369
1339,"7516","00041","201102",172,405.9448,0.045733
1340,"1310","01092","201102",209,418,-0.011726
1341,"5200","00029","201102",355,438.0467,0.019403
1342,"0610","01210","201102",158,517.6738,0.017772
1343,"1000","01210","201102",172,677.1404,0.028554
1344,"1304","00034","201102",172,767.4163,0.024583
1345,"0613","00041","201102",143,327.0111,0.035735
1347,"7902","00016","201102",170,160.6508,-0.003013
1348,"0502","00033","201102",143,420.6527,0.012607
1349,"9201","00050","201102",276,304.7154,0.020603
1350,"9201","00049","201102",553,609.4308,0.040864
1351,"9201","00029","201102",418,373.4104,0.027176
1352,"0800","00041","201102",129,276.0425,0.010536
1353,"1404","01424","201102",344,792.9314,0.023607
1354,"5201","00042","201102",573,980.4003,0.020589
1355,"5401","00803","201102",129,259.6699,0.005126
1356,"2703","00014","201102",187,407.1623,0.059451
1357,"0006","00042","201102",136,274.0127,0.002276
1358,"7405","00019","201102",312,517.5506,0.019797
1360,"7510","00029","201102",139,206.1525,0.010288
1361,"1902","00688","201102",172,296.2987,0.012133
1362,"0053","00041","201102",1436,2956.2872,0.035333
1363,"7510","00688","201102",124,135.3055,-0.004162
1364,"0102","00042","201102",158,157.5751,-0.010093
1365,"4908","00042","201102",143,253.7155,-0.000429
1366,"6016","00029","201102",181,210.5388,0.023909
1367,"2002","00029","201102",128,172.8678,0.016521
1368,"8510","00049","201102",332,504.6731,0.017598
1369,"5000","00029","201102",186,274.87,0.013717
1370,"1728","00041","201102",172,341.6702,0.144032
1372,"1306","00033","201102",186,613.9312,0.006461
1373,"4101","00029","201102",121,110.6401,0.008239
1374,"4700","00042","201102",143,253.7155,-0.000414
1375,"1903","00048","201102",139,278,-0.059489
1376,"3604","00036","201102",276,342.6183,-0.005761
1377,"1722","00041","201102",143,276.268,0.112056
1378,"0014","00036","201102",124,209.4866,0.004853
1379,"7504","00029","201102",167,247.383,0.012817
1380,"0034","00847","201102",143,189.5993,0.009627
1381,"6011","00847","201102",129,253.9276,0.021001
1383,"7513","00847","201102",129,236.9897,0.01729
1384,"0701","00041","201102",143,196.9878,0.00989
1385,"7406","00847","201102",172,315.9894,0.008906
1386,"7607","00049","201102",166,252.332,0.01045
1387,"5403","01040","201102",138,190.3435,0.008449
1388,"8404","01040","201102",166,283.2311,0.006694
1389,"5803","01040","201102",138,258.8672,0.027663
1390,"8405","00019","201102",389,588.6832,0.016384
1391,"3605","01040","201102",138,253.7823,0.007874
1392,"1900","00029","201102",139,208.3456,0.010459
1393,"1306","01092","201102",139,278,-0.008115
1395,"6026","01093","201102",209,139.8109,-0.004533
1396,"3201","00022","201102",216,191.3413,-0.000679
1397,"8405","00014","201102",156,315.1908,0.010976
1398,"1200","01210","201102",143,479.6411,0.016893
1399,"0033","01040","201102",138,304.5496,0.099032
1400,"3108","01210","201102",143,536.0695,0.022314
1401,"1735","01210","201102",129,419.8176,0.120495
1402,"0034","01210","201102",287,846.4255,0.208065
1403,"4002","01210","201102",172,454.261,0.02795
1404,"0503","01210","201102",172,541.7123,0.060571
1406,"1400","01210","201102",172,507.8553,0.01475
1407,"0701","01210","201102",158,397.9317,0.022918
1408,"1302","01210","201102",129,363.4072,0.024285
1409,"1102","01210","201102",143,454.2685,0.03437
1410,"0004","00049","201102",193,257.1269,0.009647
1411,"7519","00029","201102",139,206.1525,0.027646
1412,"2006","01093","201102",139,114.0418,0.001495
1413,"5102","01097","201102",209,221.2729,0.018421
1414,"3600","00042","201102",172,304.4586,-0.000496
1415,"8100","01424","201102",158,397.2557,0.013181
1416,"0042","00041","201102",1610,2766.6536,0.014937
1417,"3200","01467","201102",129,279.6133,0.007965
1419,"0100","01097","201102",139,257.6907,0.014305
1420,"0812","01210","201102",129,507.8553,0.057547
1421,"4600","01097","201102",139,171.7846,0.00761
1422,"0041","01340","201102",3759,4242.9664,-0.000215
1423,"2200","00050","201102",166,189.2558,0.005614
1424,"9204","00019","201102",156,258.7753,0.009899
1425,"7505","00847","201102",172,315.9894,0.008906
1426,"3104","01210","201102",143,479.6411,0.017537
1427,"7707","01709","201102",138,217.5354,-0.005669
1428,"0200","01093","201102",239,182.7411,0.001414
1429,"1708","01210","201102",143,423.2127,0.01276
1431,"7509","01210","201102",172,564.2742,0.020088
1432,"2700","01210","201102",143,423.2127,0.012292
1433,"7406","01210","201102",172,564.2742,0.020088
1434,"4801","01093","201102",371,223.6343,0.00246
1435,"8405","00015","201102",171,235.4733,0.007173
1436,"1205","01040","201102",276,380.687,0.005071
1437,"0049","00579","201102",1825,564.2568,-0.006247
1438,"2406","01355","201102",250,192.9041,0.002766
1439,"2406","01513","201102",250,192.9041,0.00242
1440,"0039","01709","201102",166,361.0997,0.008305
1442,"0003","00579","201102",166,238.8539,0.025961
1443,"0003","01040","201102",166,283.2311,0.022305
1444,"8404","00016","201102",144,172.0354,-0.002677
1445,"8404","00579","201102",166,238.8539,0.007791
1446,"7510","01092","201102",306,41.66,-0.013817
1447,"2703","00050","201102",332,378.5116,0.038839
1448,"8901","01709","201102",138,181.6909,-0.007271
1449,"0004","01210","201102",129,406.2842,0.013634
1450,"6009","01093","201102",167,125.0074,0.000796
1451,"5102","00033","201102",158,424.7411,0.008527
1452,"3600","01092","201102",209,418,-0.011726
1454,"1000","00042","201103",119,396.771,0.002982
1455,"1306","00042","201103",195,542.7242,-0.00138
1456,"6018","00049","201103",507,872.6857,0.047901
1457,"0600","00042","201103",293,940.6459,0.00527
1458,"4102","00049","201103",145,238.6224,0.011249
1459,"1734","00042","201103",513,1494.6452,0.004462
1460,"0610","00042","201103",195,608.0943,0.002423
1461,"2700","00033","201103",176,862.2616,0.008806
1462,"7001","00049","201103",145,231.3548,0.010503
1463,"4600","00049","201103",242,436.322,0.009677
1465,"0601","00049","201103",387,468.3622,0.012745
1466,"1803","00049","201103",193,411.2657,0.039097
1467,"0604","00042","201103",195,829.0353,0.01568
1468,"2803","00033","201103",230,1127.1159,0.04067
1469,"1700","00049","201103",266,506.3082,0.012153
1470,"1709","00049","201103",145,296.4122,0.008085
1471,"1807","00049","201103",556,1213.7353,0.03429
1472,"2700","00042","201103",977,2690.8174,-0.007955
1473,"1745","00049","201103",3261,5160.3668,0.022
1474,"2700","00049","201103",362,654.5038,0.014516
1475,"7605","00049","201103",145,349.0743,0.011214
1476,"7503","00049","201103",193,290.8952,0.015261
1478,"1002","00049","201103",121,175.6358,0.00699
1479,"7705","00042","201103",387,950.1368,-0.01012
1480,"3204","00049","201103",145,290.8848,0.007756
1481,"3008","00049","201103",459,847.3578,0.020177
1482,"2404","00049","201103",435,799.9515,0.018948
1483,"2000","00029","201103",224,364.9313,0.011066
1484,"2000","00049","201103",266,543.4224,0.014278
1485,"1305","00049","201103",145,261.8057,0.006028
1486,"7100","00049","201103",362,718.4611,0.018178
1487,"4001","00049","201103",193,312.233,0.014389
1488,"3900","00049","201103",169,338.7926,0.008685
1490,"2407","00049","201103",725,1905.3533,0.063172
1491,"6013","00049","201103",314,636.699,0.044491
1492,"3202","00034","201103",122,514.1768,0.014738
1493,"1725","00042","201103",122,387.6601,0.023443
1494,"3202","00049","201103",193,234.1811,0.006373
1495,"3202","00033","201103",122,514.1768,0.012353
1496,"1600","00049","201103",193,316.9755,0.005904
1497,"1741","00042","201103",3295,8622.9681,0.01092
1498,"3207","00049","201103",145,436.3429,0.015798
1499,"4803","00049","201103",242,363.619,0.019076
1501,"3201","00049","201103",725,1673.5619,0.105594
1502,"3401","00049","201103",217,263.4537,0.007169
1503,"0407","00049","201103",145,287.3844,0.007272
1504,"1207","00049","201103",387,834.3176,0.02328
1505,"0900","00049","201103",242,399.9809,0.007596
1506,"1804","00049","201103",314,668.3067,0.019067
1507,"1804","00042","201103",150,486.4755,0.003171
1508,"3006","00049","201103",217,327.2571,0.005153
1509,"3605","00029","201103",149,207.8955,0.005527
1510,"3305","00049","201103",290,541.667,0.01313
1511,"3205","00042","201103",488,1368.2123,-0.00277
1513,"3803","00029","201103",256,415.791,0.043492
1514,"3403","00049","201103",894,1612.0131,0.123378
1515,"8405","00049","201103",435,812.5005,0.014907
1516,"8405","00029","201103",298,452.0861,0.010723
1517,"3104","00049","201103",411,740.0275,0.016975
1518,"1902","00049","201103",290,519.6397,0.026852
1519,"6025","00049","201103",169,305.44,0.081444
1520,"0606","00042","201103",262,682.8393,-0.004621
1521,"0500","00049","201103",121,185.0173,0.002941
1522,"3501","00029","201103",153,150.635,0.00567
1524,"1203","00049","201103",242,494.0204,0.044898
1525,"0014","00049","201103",338,636.699,0.040379
1526,"3308","00049","201103",121,242.4022,0.006463
1527,"7701","00049","201103",580,778.038,0.026869
1528,"0611","00049","201103",362,545.4286,0.022229
1529,"2702","00042","201103",806,1743.9611,-0.013924
1530,"0615","01093","201103",213,123.8592,-0.014804
1531,"3206","00033","201103",136,638.6301,0.005528
1532,"1303","00042","201103",330,832.3186,-0.024343
1533,"3206","00041","201103",537,1824.283,0.052366
1534,"3206","00049","201103",338,792.4283,0.024855
1535,"8607","00049","201103",483,902.7783,0.015955
1537,"2900","00049","201103",435,806.482,0.018625
1538,"7902","00049","201103",580,702.5432,0.019118
1539,"0615","00049","201103",387,770.1201,0.052683
1540,"0808","00049","201103",145,290.8848,0.007756
1541,"0807","00049","201103",242,379.6162,0.006431
1542,"1722","00049","201103",145,293.403,0.09155
1543,"0616","00042","201103",116,330.6407,-0.000825
1544,"1306","00049","201103",145,300.9261,0.008353
1545,"8004","00049","201103",217,444.6183,0.012128
1546,"0612","00042","201103",378,1053.5234,-0.006611
1547,"1100","00042","201103",912,2477.6466,-0.009365
1549,"7518","00049","201103",483,1163.56,0.096758
1550,"0809","00042","201103",275,1003.3451,0.012368
1551,"2703","00042","201103",146,547.2849,0.024395
1552,"3412","00049","201103",121,181.8095,0.00741
1553,"3405","00049","201103",338,581.7905,0.012337
1554,"1100","00049","201103",145,290.8848,0.007471
1555,"2407","00029","201103",384,623.6864,0.018859
1556,"3205","00041","201103",195,456.0708,0.006691
1557,"3802","00049","201103",411,667.1974,0.030958
1558,"1103","00042","201103",305,998.7844,0.022747
1560,"1712","00049","201103",217,327.2571,0.013337
1561,"1714","00049","201103",169,370.1391,0.028159
1562,"1307","00042","201103",464,1301.3113,-0.002448
1563,"0600","00049","201103",121,198.1097,0.003691
1564,"1000","00029","201103",149,291.0692,0.01015
1565,"0614","00042","201103",118,342.0425,2.3e-05
1566,"3200","00049","201103",145,290.8848,0.007471
1567,"3200","00041","201103",220,608.0732,0.012702
1568,"3701","00049","201103",1184,1730.7193,0.069473
1569,"1101","00042","201103",146,400.1971,0.006027
1570,"6003","01093","201103",256,225.6007,-0.006705
1572,"0615","00042","201103",448,1144.3786,-0.023512
1573,"2401","00042","201103",195,367.1533,-0.009103
1574,"0402","00042","201103",262,522.301,-0.009253
1575,"3202","00041","201103",195,367.1533,0.009309
1576,"3202","00042","201103",260,489.5377,-0.012139
1577,"0901","00042","201103",330,958.2701,0.019516
1578,"1104","00042","201103",269,934.945,0.009346
1579,"3200","00042","201103",513,1292.1794,-0.011092
1580,"0901","00049","201103",483,859.0004,0.044029
1581,"3003","00049","201103",338,290.8952,-0.016495
1583,"3801","00049","201103",145,234.1727,0.010792
1584,"5401","00041","201103",537,1009.6715,0.0256
1585,"1717","00042","201103",104,307.0876,0.000371
1586,"3704","00049","201103",773,1478.3413,0.037026
1587,"1203","00042","201103",586,1573.4441,-0.024662
1588,"1403","00042","201103",1347,3421.3647,-0.095475
1589,"1703","00042","201103",122,513.0796,0.031644
1590,"1404","00042","201103",533,1824.2725,0.016675
1591,"0001","00049","201103",362,592.5185,0.027708
1592,"1103","00049","201103",193,355.0928,0.027976
1593,"1901","00049","201103",290,479.6674,0.022748
1594,"1206","00049","201103",290,543.7045,0.01325
1596,"1721","00042","201103",244,620.763,-0.059748
1597,"1102","00049","201103",362,532.3498,0.021527
1598,"2902","00042","201103",476,1018.8504,-0.009429
1599,"2902","00049","201103",217,263.4537,0.007169
1600,"7005","00049","201103",338,478.9741,0.006227
1601,"1718","00042","201103",110,306.7393,-0.001787
1602,"1902","00042","201103",146,367.1533,0.002625
1603,"1715","00049","201103",242,445.0676,0.027347
1604,"1718","00049","201103",362,733.5074,0.051161
1605,"1104","00049","201103",435,916.0692,0.025848
1606,"2202","00029","201103",256,334.7266,0.018161
1608,"1403","00049","201103",773,1279.939,0.084084
1609,"1801","00049","201103",193,323.0084,0.015496
1610,"2202","00049","201103",362,702.5348,0.039008
1611,"4907","00049","201103",145,285.8798,0.007185
1612,"1710","00042","201103",146,465.1922,0.002341
1613,"0200","00042","201103",183,414.2643,-0.006672
1614,"1710","00049","201103",242,494.0204,0.01298
1615,"2800","00049","201103",266,543.4224,0.014278
1616,"1304","00042","201103",305,912.1415,0.001665
1617,"2006","00042","201103",238,801.5338,0.006665
1619,"3203","00041","201103",537,1520.0564,0.114089
1620,"2803","00042","201103",648,1901.815,0.004836
1621,"1722","00042","201103",122,337.4924,-0.011173
1622,"2703","00049","201103",121,242,-0.026464
1623,"3203","00049","201103",217,387.8081,0.029156
1624,"2702","00033","201103",176,771.2605,0.020856
1625,"3203","00042","201103",757,2143.4164,-0.009807
1626,"0613","00042","201103",104,323.0501,0.003459
1627,"0402","00049","201103",242,374.4878,0.016364
1628,"5300","00049","201103",290,436.3429,0.006618
1629,"2702","00049","201103",387,468.3622,0.012745
1631,"7901","00049","201103",1136,1778.5397,0.078804
1632,"1713","00049","201103",193,342.2721,0.019758
1633,"1745","00042","201103",3569,8096.9373,9.9e-05
1634,"1600","00042","201103",122,352.188,-8.57208
1635,"1805","00042","201103",122,456.0708,0.0061
1636,"7704","00042","201103",122,182.4283,-0.010203
1637,"1805","00049","201103",169,386.1885,0.011832
1638,"9103","00049","201103",242,363.619,0.019076
1639,"7202","00049","201103",145,234.1727,0.010792
1640,"3206","00042","201103",1221,3739.7802,0.012095
1642,"3201","00042","201103",378,917.8322,0.003625
1643,"0612","00049","201103",121,241.9947,0.016668
1644,"1727","00049","201103",145,285.8798,0.086373
1645,"7403","00049","201103",145,290.8848,0.025844
1646,"6016","00049","201103",217,436.3324,0.030116
1647,"3700","00049","201103",507,1016.869,0.02608
1648,"0200","00049","201103",145,290.3937,0.007444
1649,"8001","00049","201103",290,477.2449,0.022497
1650,"1723","00042","201103",116,346.5293,0.007279
1651,"8301","00049","201103",459,912.4987,0.051734
1652,"3204","00042","201103",269,836.1297,0.003458
1653,"1707","00042","201103",244,620.763,-0.00497
1655,"2900","00029","201103",213,260.9891,0.005516
1656,"1800","00042","201103",247,810.7924,0.005428
1657,"3201","00029","201103",298,348.9889,0.016864
1658,"3303","00049","201103",314,629.1863,0.055784
1659,"1719","00042","201103",122,383.8596,0.004654
1660,"7519","00049","201103",314,484.794,0.021124
1661,"2006","00049","201103",193,407.2533,0.011495
1662,"2803","00049","201103",266,658.5266,0.072183
1663,"2101","00049","201103",387,636.3265,0.029997
1664,"8001","00016","201103",290,355.678,-0.015443
1665,"1101","00029","201103",171,200.8466,0.009785
1667,"1741","00049","201103",6522,10088.0761,0.041815
1668,"3201","00017","201103",362,507.305,-0.034546
1669,"0605","00042","201103",269,722.112,-0.003335
1670,"7200","00049","201103",387,727.2172,0.017149
1671,"2700","00034","201103",176,862.2616,0.011193
1672,"2406","00049","201103",822,1758.2757,0.050485
1673,"6032","00049","201103",362,694.8885,0.142422
1674,"7507","00049","201103",483,921.1369,0.022129
1675,"3300","00042","201103",146,684.1061,0.014905
1676,"3300","00041","201103",171,478.8743,0.01022
1678,"3402","00049","201103",242,292.7263,0.007966
1679,"0101","00042","201103",317,596.6241,-0.014792
1680,"0612","00019","201103",198,426.0783,0.0342
1681,"0043","00049","201103",4076,5954.2694,0.017284
1682,"0502","00049","201103",338,467.9584,0.017124
1683,"1719","00049","201103",169,345.8143,0.024414
1684,"1725","00049","201103",145,296.4122,0.093618
1685,"3207","00042","201103",195,608.0943,0.002423
1686,"1734","00049","201103",846,1711.5172,0.375994
1687,"3306","00019","201103",298,638.0596,0.019752
1688,"1700","00042","201103",195,575.7893,0.000569
1690,"2701","00042","201103",513,1162.6521,-0.003416
1691,"9101","00049","201103",121,162.3369,0.005623
1692,"3107","00049","201103",266,508.8159,0.012296
1693,"2801","00049","201103",121,187.7486,0.008234
1694,"0611","00042","201103",354,867.1679,-0.024443
1695,"1712","00029","201103",362,514.4581,0.036234
1696,"1729","00042","201103",122,414.2643,0.041798
1697,"8200","00049","201103",459,938.6387,0.024662
1698,"3301","00042","201103",146,367.1533,0.002625
1699,"1205","00049","201103",121,247.0102,0.006737
1701,"4001","00041","201103",146,367.1533,0.016434
1702,"3002","00042","201103",171,436.9124,0.003944
1703,"3002","00049","201103",459,622.8005,0.021978
1704,"2005","00042","201103",165,503.9371,0.001578
1705,"2701","00049","201103",145,234.1727,0.010792
1706,"1305","01092","201103",128,256,-0.008115
1707,"1708","00042","201103",293,820.9274,-0.001662
1708,"1714","00042","201103",281,877.9362,0.009947
1709,"1404","00049","201103",145,296.4122,0.008085
1710,"1733","00041","201103",116,360.2853,0.075859
1711,"1733","00042","201103",354,1124.8478,0.048183
1712,"2803","01105","201103",195,608.0943,-0.014141
1714,"3005","00029","201103",128,156.5934,0.003436
1715,"3005","00049","201103",121,219.4253,0.005098
1716,"8100","00042","201103",153,285.0442,-0.009014
1717,"3404","00049","201103",121,264.5642,0.007781
1718,"3005","00042","201103",208,484.5752,-0.006952
1719,"1307","00049","201103",242,494.0204,0.01298
1720,"2003","00042","201103",446,1371.2316,0.015941
1721,"2003","00049","201103",217,395.2058,0.030625
1722,"3100","00049","201103",242,494.0204,0.01298
1723,"7204","00049","201103",145,290.8848,0.007756
1724,"7505","00049","201103",145,290.8848,0.007756
1726,"7705","00049","201103",507,901.2737,0.020204
1727,"0012","01093","201103",128,126.071,-0.000439
1728,"0039","00049","201103",145,290.8848,0.063235
1729,"2601","00049","201103",725,1326.3363,0.069929
1730,"3101","00049","201103",1353,1760.791,0.05709
1731,"3501","00049","201103",242,403.7605,0.019371
1732,"6027","00042","201103",122,405.3962,0.03568
1733,"6027","00049","201103",677,1163.5705,0.285714
1734,"1403","00029","201103",899,1027.0915,0.065603
1735,"7400","00049","201103",314,596.3248,0.014246
1737,"2004","00049","201103",314,697.647,0.020811
1738,"3102","00042","201103",122,229.4708,-0.00569
1739,"0055","00049","201103",1630,3177.5465,0.025844
1740,"7700","00049","201103",145,290.8848,0.007471
1741,"7701","01105","201103",146,305.9611,-0.01073
1742,"2702","00041","201103",317,734.2981,0.029304
1743,"2702","01467","201103",146,379.3917,0.012203
1744,"6500","00049","201103",290,552.6905,0.013278
1745,"1734","01210","201103",136,639.6516,0.144011
1746,"0010","00049","201103",145,290.8848,0.007471
1747,"1309","00049","201103",121,290.8952,0.009346
1749,"0613","00049","201103",266,532.3884,0.03667
1750,"7903","00049","201103",556,1136.2468,0.103263
1751,"1706","00049","201103",362,735.2628,0.019869
1752,"6011","00029","201103",217,311.8377,0.022232
1753,"2803","00035","201103",217,1104.5966,0.048391
1754,"6029","01093","201103",128,151.2852,0.016444
1755,"5403","00049","201103",290,532.6392,0.041958
1756,"3201","01467","201103",146,379.3917,0.012203
1757,"1737","00049","201103",145,261.8057,0.049142
1758,"7406","00042","201103",232,684.0956,0.000722
1760,"6005","00049","201103",169,345.8143,0.009432
1761,"6003","01105","201103",122,329.3844,-0.018899
1762,"3200","00033","201103",176,958.045,0.014439
1763,"7706","00049","201103",217,349.0534,0.006447
1764,"1400","01105","201103",110,258.4295,-0.007099
1765,"0603","00549","201103",113,340.6956,-0.015144
1766,"2803","00034","201103",440,2220.4529,0.11084
1767,"0603","00022","201103",241,438.31,-0.001381
1768,"3407","01093","201103",128,168.0836,0.002387
1769,"3108","00049","201103",532,1134.4914,0.032476
1770,"0808","00042","201103",317,1054.7903,0.008057
1771,"0609","00042","201103",397,915.3087,-0.013951
1773,"3200","00034","201103",353,1718.8759,0.022052
1774,"2201","00033","201103",217,771.2794,0.006892
1775,"4700","00803","201103",121,475.8794,0.003292
1776,"2201","00049","201103",532,858.6387,0.039571
1777,"3301","00034","201103",136,601.1443,0.019525
1778,"3301","00033","201103",136,601.1443,0.016873
1779,"1502","00042","201103",256,499.32,-0.010154
1780,"8404","00049","201103",145,290.8848,0.006042
1781,"0701","00017","201103",145,302.4473,-0.003599
1782,"0300","00049","201103",145,331.0187,0.009769
1783,"3206","00029","201103",320,655.7903,0.024512
1785,"0802","00049","201103",121,196.8332,0.009167
1786,"6011","00042","201103",122,456.0708,0.015791
1787,"3008","00042","201103",110,348.8941,0.001822
1788,"1104","00017","201103",145,321.5943,-0.005802
1789,"7101","00049","201103",507,809.7416,0.03676
1790,"3302","00049","201103",459,815.7896,0.041801
1791,"0104","00042","201103",256,549.7975,-0.011496
1792,"6035","00049","201103",314,586.5551,0.115836
1793,"2101","00042","201103",171,343.2713,-0.005698
1794,"2805","00049","201103",121,290.8952,0.009346
1796,"0700","00042","201103",146,440.8684,0.000945
1797,"2801","00688","201103",183,407.9311,0.005091
1798,"8904","00049","201103",242,363.619,0.005725
1799,"0014","00042","201103",415,1155.3159,-0.007276
1800,"7507","00042","201103",232,684.0956,0.000695
1801,"0806","00042","201103",146,460.6315,0.002159
1802,"0806","00049","201103",145,293.403,0.007906
1803,"3304","00033","201103",217,1127.1394,0.015275
1804,"0010","00042","201103",146,684.1061,0.014905
1805,"1601","00049","201103",242,377.516,0.016675
1806,"0006","00049","201103",145,290.8848,0.007756
1808,"0802","00042","201103",293,727.3714,0.004535
1809,"1104","00022","201103",145,357.6609,0.005376
1810,"4101","00049","201103",604,982.3324,0.045646
1811,"1502","00049","201103",193,281.0173,0.011183
1812,"2600","00049","201103",145,290.8848,0.007471
1813,"4102","00042","201103",293,709.8297,0.00273
1814,"8400","00049","201103",435,872.6648,0.017461
1815,"3304","00049","201103",193,395.2163,0.010781
1816,"1502","00688","201103",134,277.3962,0.001493
1817,"7603","00049","201103",121,242.4022,0.021536
1819,"3802","00042","201103",146,367.1533,0.002625
1820,"7707","00049","201103",725,1163.5705,0.020707
1821,"0809","00049","201103",121,247.0102,0.006737
1822,"3500","00049","201103",290,496.9356,0.010086
1823,"3900","00042","201103",269,808.2587,0.001732
1824,"1721","00049","201103",145,296.4122,0.093618
1825,"1741","01040","201103",1359,2469.9192,0.005616
1826,"3102","00049","201103",145,210.763,0.008387
1827,"2801","00033","201103",347,1552.7575,0.044731
1828,"3403","01092","201103",192,384,-0.040561
1829,"0807","00042","201103",122,310.1281,-0.0025
1830,"8003","00049","201103",435,872.6648,0.077535
1832,"3702","00049","201103",362,546.4057,0.022971
1833,"8003","00041","201103",458,1368.2123,0.11167
1834,"8003","00042","201103",146,456.0708,0.006286
1835,"1723","00049","201103",121,257.7725,0.085424
1836,"6019","00021","201103",251,354.8223,-0.019955
1837,"8904","01093","201103",1066,840.4732,-0.014657
1838,"3405","01093","201103",117,126.071,0.000507
1839,"0031","00049","201103",556,1018.102,0.195425
1840,"1405","00042","201103",146,387.6601,-0.002189
1841,"4801","00049","201103",145,234.1727,0.010792
1842,"2403","00049","201103",121,241.9947,0.021456
1844,"1802","00049","201103",242,468.3622,0.026006
1845,"1406","00049","201103",121,247.0102,0.006737
1846,"1711","00049","201103",290,592.8244,0.041853
1847,"5100","01040","201103",121,351.0805,0.008106
1848,"1734","00688","201103",122,340.7862,0.021328
1849,"2902","00033","201103",299,1247.6579,0.029223
1850,"2902","01107","201103",146,312.0803,-0.001228
1851,"2902","00688","201103",146,244.7689,-0.004328
1852,"2902","01105","201103",171,356.9546,-0.012518
1853,"3602","00049","201103",435,702.5264,0.032377
1855,"2701","00033","201103",136,578.4596,0.01448
1856,"0401","00049","201103",121,234.1811,0.013003
1857,"3405","00017","201103",145,315.5832,-0.006158
1858,"4202","00049","201103",145,234.1727,0.010792
1859,"9100","00049","201103",217,436.3324,0.011207
1860,"0602","00022","201103",145,211.7131,-0.000346
1861,"2005","00049","201103",217,441.3374,0.011932
1862,"7504","00049","201103",121,290.8952,0.009346
1863,"0000","00049","201103",193,386.6691,0.009894
1864,"7511","00049","201103",242,484.8149,0.033463
1865,"3206","00035","201103",163,929.89,0.017086
1867,"2801","00034","201103",417,1737.6283,0.048336
1868,"3401","00029","201103",256,334.7266,0.018161
1869,"3203","00034","201103",122,563.558,0.020009
1870,"7521","00049","201103",242,363.619,0.066296
1871,"0811","00049","201103",169,342.3034,0.023875
1872,"1733","00049","201103",145,293.403,0.064456
1873,"7800","00049","201103",217,436.3324,0.011207
1874,"1406","00042","201103",153,465.1922,0.001377
1875,"1401","00042","201103",146,367.1533,0.002625
1876,"2800","00042","201103",110,310.1281,-0.00047
1878,"3304","00034","201103",163,845.3546,0.013742
1879,"3304","00042","201103",403,1254.1946,0.005187
1880,"1405","00049","201103",145,300.9261,0.008353
1881,"0012","00049","201103",242,436.3429,0.026007
1882,"7709","00049","201103",145,261.8057,0.006028
1883,"8300","00049","201103",338,878.2027,0.028852
1884,"1500","00049","201103",242,483.9895,0.012406
1885,"0406","00049","201103",121,238.2332,0.006216
1886,"1206","00042","201103",171,638.4991,0.008541
1887,"3004","00049","201103",169,296.6943,0.006512
1888,"1400","00042","201103",305,1012.456,0.007362
1889,"2154","00042","201103",1373,3113.7457,-0.013626
1891,"3207","00033","201103",122,638.6419,0.008549
1892,"3108","00042","201103",146,342.0531,-0.004907
1893,"7406","00029","201103",128,207.8955,0.006527
1894,"0033","00049","201103",121,218.1714,0.040956
1895,"7406","00049","201103",652,1294.2957,0.034031
1896,"3203","00033","201103",190,845.3428,0.015873
1897,"1204","00042","201103",562,1299.8016,-0.019491
1898,"5700","00049","201103",145,240.7409,0.004601
1899,"3403","00050","201103",193,387.8499,0.03479
1900,"0804","00049","201103",266,462.6739,0.010024
1901,"7406","00050","201103",121,233.2177,0.005979
1903,"1303","01092","201103",639,1278,-0.135204
1904,"1303","01097","201103",213,1039.5327,0.175356
1905,"8000","00029","201103",115,187.1048,0.005658
1906,"1206","01105","201103",391,1140.1769,-0.013017
1907,"1306","01210","201103",136,479.0342,0.007437
1908,"1712","00042","201103",220,522.201,-0.017645
1909,"3412","00041","201103",146,342.0531,0.01299
1910,"2803","01210","201103",407,1689.852,0.12796
