"ID","CustomerCode","ProductCode","Month","SalesQuantity","GrossValue","NetValue"
3661,"3100","00049","200907",288,1113.6,417.6
3662,"1501","01092","200907",360,912,608
3663,"7705","00049","200907",264,1020.8,417.59
3664,"3501","00049","200907",120,464,236.4
3665,"3307","00688","200907",144,768,288
3666,"0034","00042","200907",120,696,417.6
3667,"0034","00049","200907",888,3433.6,1489.42
3668,"2402","00029","200907",120,376,187.99
3669,"6012","00021","200907",120,544,163.2
3670,"0403","00029","200907",130,407.3333,187.99
3671,"1800","00049","200907",120,464,300
3673,"4301","00049","200907",144,556.8,278.39
3674,"3400","00049","200907",120,464,174
3675,"6700","00049","200907",144,556.8,250.56
3676,"2201","00049","200907",168,649.6,417.59
3677,"1601","01093","200907",200,506.6667,190
3678,"1205","00042","200907",336,1948.8,751.66
3679,"3501","00042","200907",192,1113.6,418.56
3680,"3407","00029","200907",400,1253.3333,470
3681,"7101","00049","200907",264,1020.8,458.4
3682,"3302","00049","200907",144,556.8,278.39
3684,"3105","00049","200907",144,556.8,272.59
3685,"1704","00041","200907",174,1009.2,497.27
3686,"0812","00042","200907",144,835.2,450.72
3687,"0806","00042","200907",120,696,351.6
3688,"0806","00049","200907",288,1113.6,489.6
3689,"6003","00022","200907",150,700,210
3690,"1200","00042","200907",960,5568,2088
3691,"4101","00049","200907",216,835.2,313.2
3692,"3103","00049","200907",144,556.8,250.56
3693,"8400","00049","200907",240,928,432
3694,"1306","00042","200908",108,626.4,313.2
3696,"4102","00049","200908",144,556.8,283.68
3697,"0610","00042","200908",204,1183.2,591.6
3698,"4600","00049","200908",168,649.6,219.99
3699,"0604","00042","200908",120,696,348
3700,"2803","00033","200908",227,2572.6667,1064.87
3701,"1709","00049","200908",120,464,234
3702,"2700","00049","200908",360,1392,695.98
3703,"3300","00049","200908",384,1484.8,962.4
3704,"2407","00049","200908",240,928,696
3705,"3202","00049","200908",864,3340.8,1391.99
3707,"0400","00049","200908",120,464,231.99
3708,"3603","00049","200908",192,742.4,278.4
3709,"5403","00029","200908",120,376,187.99
3710,"3605","00029","200908",140,438.6667,187.99
3711,"3803","00029","200908",260,814.6667,375.98
3712,"0606","00042","200908",120,696,261.6
3713,"0500","00049","200908",144,556.8,222.71
3714,"3308","00049","200908",144,556.8,278.39
3715,"0044","00042","200908",1356,4277.7556,2473.764
3716,"1100","00042","200908",156,904.8,475.8
3717,"2703","00042","200908",600,3480,1308
3718,"1100","00049","200908",240,928,379.2
3720,"3802","00049","200908",144,556.8,278.39
3721,"1103","00042","200908",132,765.6,390.72
3722,"7704","00049","200908",360,1392,522
3723,"1714","00049","200908",120,464,234
3724,"3200","00041","200908",144,835.2,417.6
3725,"1801","00042","200908",144,835.2,446.4
3726,"1101","00042","200908",288,1670.4,932.64
3727,"1101","00049","200908",384,1484.8,662.88
3728,"0052","00042","200908",678,2138.8778,1649.176
3729,"2401","00042","200908",144,835.2,313.2
3730,"0400","00042","200908",132,765.6,386.76
3732,"3202","00042","200908",520,3016,1252.7
3733,"1104","00042","200908",108,626.4,469.8
3734,"3200","00042","200908",288,1670.4,835.2
3735,"1403","00042","200908",180,1044,531
3736,"1713","00042","200908",144,835.2,413.28
3737,"0607","00049","200908",120,464,188.01
3738,"2200","00049","200908",216,835.2,417.59
3739,"1721","00042","200908",144,835.2,463.68
3740,"0615","00019","200908",408,1686.4,906.96
3741,"2804","00049","200908",144,556.8,278.39
3743,"2803","00042","200908",360,2088,878.4
3744,"2401","00049","200908",288,1113.6,417.6
3745,"0613","00042","200908",120,696,348
3746,"7704","00042","200908",240,1392,835.2
3747,"3603","00029","200908",240,752,282
3748,"0038","00049","200908",216,835.2,417.59
3749,"1723","00042","200908",204,1183.2,542.22
3750,"3307","00049","200908",432,1670.4,835.18
3751,"2801","00042","200908",336,1948.8,1180.8
3752,"1304","00019","200908",240,992,495.98
3753,"3307","00019","200908",120,496,297.6
3755,"3300","00041","200908",276,1600.8,896.39
3756,"0612","00019","200908",108,446.4,182.39
3757,"3207","00042","200908",504,2923.2,1252.8
3758,"3006","00041","200908",144,835.2,426.24
3759,"2801","00049","200908",912,3526.4,1998.24
3760,"2802","00049","200908",288,1113.6,555.84
3761,"3002","00042","200908",168,974.4,366.24
3762,"3202","00029","200908",240,752,375.98
3763,"1714","00042","200908",240,1392,626.4
3764,"3207","01093","200908",800,2026.6667,760
3766,"0614","00019","200908",192,793.6,497.28
3767,"3005","00029","200908",200,626.6667,236
3768,"6002","00049","200908",240,928,487.2
3769,"1307","00049","200908",240,928,352.8
3770,"3100","00042","200908",120,696,355.2
3771,"6003","00021","200908",150,680,214.5
3772,"3100","00049","200908",288,1113.6,567.36
3773,"0613","00049","200908",120,464,231.6
3774,"1706","00049","200908",144,556.8,283.68
3775,"6011","00049","200908",264,1020.8,375.83
3776,"6011","00029","200908",192,601.6,203.04
3777,"6003","01105","200908",120,800,312
3779,"3108","00049","200908",432,1670.4,751.68
3780,"0609","00042","200908",216,1252.8,470.88
3781,"0053","00049","200908",678,1425.9185,824.588
3782,"3202","01355","200908",144,336,167.99
3783,"1707","00049","200908",456,1763.2,644.6
3784,"6011","00042","200908",216,1252.8,438.48
3785,"6003","00022","200908",150,700,220.5
3786,"3202","00021","200908",192,870.4,326.4
3787,"3802","00042","200908",144,835.2,417.6
3788,"1721","00049","200908",144,556.8,309.6
3789,"2801","00033","200908",144,1632,691.2
3791,"3207","00688","200908",336,1792,767.99
3792,"1723","00049","200908",240,928,493.4
3793,"1709","00041","200908",144,835.2,459.59
3794,"0405","00049","200908",120,464,253.2
3795,"7516","00049","200908",360,1392,695.98
3796,"3200","00688","200908",144,768,383.99
3797,"5401","01040","200908",240,1120,420
3798,"4201","00049","200908",144,556.8,250.56
3799,"4201","00042","200908",144,835.2,375.84
3800,"6035","01093","200908",120,304,96
3802,"3303","00029","200908",300,940,354
3803,"0611","00019","200908",108,446.4,223.56
3804,"0811","00049","200908",168,649.6,280.77
3805,"0607","00019","200908",204,843.2,346.8
3806,"3207","00033","200908",192,2176,816
3807,"1709","00019","200908",168,694.4,374.38
3808,"1404","01355","200908",144,336,216
3809,"0811","00042","200908",120,696,351.6
3810,"0600","00022","200908",144,672,252
3811,"3207","00034","200908",192,2176,816
3812,"7510","00049","200908",480,1856,835.2
3814,"1310","00019","200908",192,793.6,476.16
3815,"7901","00029","200908",288,902.4,339.84
3816,"1404","00029","200908",360,1128,565.2
3817,"3202","00688","200908",144,768,383.99
3818,"4906","00049","200908",144,556.8,208.8
3819,"3308","00021","200908",120,544,204
3820,"0107","01093","200908",112,283.7333,94.99
3821,"7510","00042","200908",240,1392,626.4
3822,"7516","00050","200908",120,464,231.99
3823,"0615","00021","200908",120,544,333.6
3825,"2801","00041","200908",144,835.2,626.4
3826,"1721","01093","200908",144,364.8,136.8
3827,"1714","00029","200908",120,376,153.6
3828,"3202","01513","200908",144,336,167.99
3829,"2406","00029","200908",400,1253.3333,470
3830,"1302","00019","200908",120,496,253.2
3831,"0615","00016","200908",240,784,295.2
3832,"0615","00022","200908",144,672,252
3833,"2541","00803","200908",565,1946.2968,1639.698
3834,"3207","00035","200908",192,2176,816
3835,"0601","00019","200908",324,1339.2,670.68
3836,"0404","00049","200908",120,464,231.99
3838,"1724","00019","200908",120,496,248.4
3839,"7511","00021","200908",162,734.4,244.79
3840,"7511","00022","200908",270,1260,419.98
3841,"1310","00022","200908",120,560,336
3842,"2407","00041","200908",300,1740,1044
3843,"0608","00019","200908",144,595.2,298.08
3844,"3613","00019","200908",132,545.6,341.88
3845,"1306","00016","200908",144,470.4,235.19
3846,"1310","00021","200908",120,544,326.4
3847,"1307","00019","200908",144,595.2,892.8
3848,"2201","00019","200908",144,595.2,357.12
3850,"3307","00034","200908",192,2176,816
3851,"3202","00014","200908",144,796.8,398.39
3852,"3307","00033","200908",192,2176,816
3853,"2703","00547","200908",144,643.2,321.59
3854,"1306","00847","200908",120,560,252
3855,"3207","00021","200908",192,870.4,326.4
3856,"3207","00022","200908",192,896,336
3857,"6028","00021","200908",120,544,163.2
3858,"6028","00022","200908",120,560,168
3859,"3202","01210","200908",144,1200,450
3861,"3303","01097","200908",144,451.2,338.4
3862,"3202","00017","200908",168,705.6,302.4
3863,"3206","00803","200908",144,912,455.99
3864,"4600","01093","200908",240,608,228
3865,"3207","01210","200908",144,1200,540
3866,"7509","00021","200908",300,1360,612
3867,"4400","00021","200908",108,489.6,244.79
3868,"4400","00022","200908",108,504,251.99
3869,"3202","00847","200908",172,802.6667,361.2
3870,"1203","01210","200908",144,1200,540
3871,"7513","00022","200908",216,1008,335.98
3873,"1404","01513","200908",144,336,216
3874,"1306","00042","200909",168,974.4,417.59
3875,"5404","00049","200909",168,649.6,278.39
3876,"6028","01093","200909",263,666.2667,182.4
3877,"7300","00049","200909",576,2227.2,1113.57
3878,"4900","00049","200909",240,928,348
3879,"0602","00019","200909",252,1041.6,402.79
3880,"0600","00042","200909",252,1461.6,783.72
3881,"4102","00049","200909",624,2412.8,1207.2
3882,"1734","00042","200909",1008,5846.4,2857.68
3884,"0610","00049","200909",120,464,282.72
3885,"6004","00049","200909",192,742.4,278.4
3886,"4600","00049","200909",144,556.8,278.39
3887,"0601","00042","200909",576,3340.8,1183.73
3888,"0601","00049","200909",144,556.8,277.92
3889,"1803","00049","200909",336,1299.2,658.56
3890,"0604","00042","200909",300,1740,731.76
3891,"2803","00033","200909",300,3400,1500
3892,"1700","00049","200909",264,1020.8,497.99
3893,"7900","00042","200909",336,1948.8,991.2
3894,"1709","00049","200909",144,556.8,309.6
3895,"1701","00019","200909",108,446.4,227.88
3897,"1745","00049","200909",678,1425.9185,1222.665
3898,"1701","01105","200909",108,720,383.99
3899,"2700","00049","200909",264,1020.8,417.6
3900,"3207","00017","200909",408,1713.6,756
3901,"3303","00041","200909",240,1392,556.8
3902,"6012","00017","200909",144,604.8,187.2
3903,"7705","00042","200909",184,1067.2,313.18
3904,"3300","00049","200909",192,742.4,366.72
3905,"3204","00049","200909",192,742.4,278.4
3906,"3008","00049","200909",144,556.8,283.68
3907,"2000","00029","200909",160,501.3333,256
3909,"1305","00049","200909",144,556.8,278.39
3910,"6013","00017","200909",144,604.8,158.4
3911,"6013","00548","200909",196,953.8667,352.8
3912,"3900","00049","200909",144,556.8,278.39
3913,"4100","00049","200909",144,556.8,283.68
3914,"6013","00049","200909",192,742.4,230.4
3915,"1725","00042","200909",192,1113.6,568.32
3916,"1600","00049","200909",120,464,236.4
3917,"1741","00042","200909",565,1782.3982,1402.7474
3918,"3207","00049","200909",504,1948.8,974.38
3920,"3603","00049","200909",144,556.8,208.8
3921,"0402","00017","200909",120,504,206.4
3922,"1207","00049","200909",240,928,456
3923,"1804","00049","200909",144,556.8,396
3924,"1804","00042","200909",144,835.2,446.4
3925,"1300","00042","200909",520,3016,1353.29
3926,"1720","00042","200909",204,1183.2,456.55
3927,"3006","00049","200909",360,1392,522
3928,"3305","00049","200909",264,1020.8,510.38
3929,"3205","00042","200909",924,5359.2,2332.7
3930,"7500","00049","200909",312,1206.4,580.58
3932,"0611","00033","200909",162,1836,663
3933,"0606","00042","200909",258,1496.4,574.79
3934,"3308","00049","200909",576,2227.2,1413.12
3935,"7701","00049","200909",144,556.8,250.56
3936,"0611","00049","200909",144,556.8,208.8
3937,"2702","00042","200909",144,835.2,313.2
3938,"2406","00041","200909",192,1113.6,418.56
3939,"1303","00042","200909",534,3097.2,1211.04
3940,"3206","00041","200909",168,974.4,417.59
3941,"3206","00049","200909",480,1856,835.18
3943,"8607","00029","200909",160,501.3333,233.6
3944,"7703","00049","200909",336,1299.2,501.11
3945,"0615","00049","200909",144,556.8,341.28
3946,"7520","00022","200909",168,784,168
3947,"1722","00049","200909",144,556.8,283.68
3948,"6600","00049","200909",144,556.8,250.56
3949,"0616","00042","200909",300,1740,870
3950,"1306","00049","200909",144,556.8,256.34
3951,"0612","00042","200909",329,1908.2,727.45
3952,"7518","00049","200909",360,1392,656.39
3953,"0809","00042","200909",108,626.4,303.73
3954,"2703","00042","200909",576,3340.8,1461.6
3956,"1708","00049","200909",144,556.8,283.68
3957,"1100","00049","200909",120,464,231.99
3958,"3205","00029","200909",130,407.3333,235
3959,"2407","00029","200909",320,1002.6667,601.6
3960,"3205","00041","200909",804,4663.2,1972.7
3961,"3802","00049","200909",240,928,468.39
3962,"0607","00042","200909",432,2505.6,1157.76
3963,"1103","00042","200909",480,2784,1480
3964,"7704","00049","200909",216,835.2,334.06
3965,"1712","00049","200909",240,928,442.8
3966,"1714","00049","200909",336,1299.2,643.19
3968,"0600","00049","200909",408,1577.6,676.32
3969,"3307","00042","200909",168,974.4,487.2
3970,"0702","00049","200909",120,464,174
3971,"0702","00042","200909",120,696,345.09
3972,"0606","00049","200909",384,1484.8,741.12
3973,"3902","00029","200909",240,752,375.98
3974,"3902","00049","200909",240,928,463.99
3975,"1000","00029","200909",120,376,150.4
3976,"2401","00041","200909",120,696,348
3977,"0614","00042","200909",412,2389.6,1030.61
3979,"3200","00049","200909",288,1113.6,556.79
3980,"3200","00041","200909",216,1252.8,556.74
3981,"3701","00049","200909",1392,5382.4,2541.6
3982,"3701","00029","200909",696,2180.8,979.2
3983,"3201","00041","200909",492,2853.6,1252.74
3984,"1101","00042","200909",288,1670.4,865.44
3985,"6003","01093","200909",240,608,192
3986,"0052","00042","200909",1356,4277.7556,3298.352
3987,"0615","00042","200909",745,4321,2124.04
3988,"2401","00042","200909",120,696,271.2
3989,"0402","00042","200909",144,835.2,313.2
3991,"3202","00042","200909",168,974.4,417.54
3992,"1201","00019","200909",144,595.2,238.07
3993,"2701","00019","200909",216,892.8,535.68
3994,"1101","00041","200909",120,696,355.2
3995,"1104","00042","200909",126,730.8,347.99
3996,"3200","00042","200909",312,1809.6,835.09
3997,"0901","00049","200909",120,464,236.4
3998,"3003","00049","200909",120,464,278.4
3999,"3801","00049","200909",168,649.6,278.39
4000,"5401","00041","200909",396,2296.8,863.28
4002,"3704","00049","200909",288,1113.6,576
4003,"0610","00019","200909",576,2380.8,1005.35
4004,"1703","00019","200909",348,1438.4,717.96
4005,"1713","00019","200909",336,1388.8,695.52
4006,"1206","00019","200909",708,2926.4,1295.08
4007,"3403","00029","200909",144,451.2,225.59
4008,"1203","00042","200909",144,835.2,375.84
4009,"1403","00042","200909",670,3886,2051.99
4010,"1713","00042","200909",440,2552,1095.6
4011,"1703","00042","200909",288,1670.4,709.92
4012,"1103","00049","200909",120,464,187.18
4013,"1901","00049","200909",312,1206.4,551.58
4015,"2200","00049","200909",144,556.8,250.56
4016,"5201","00049","200909",144,556.8,208.8
4017,"1102","00042","200909",457,2650.6,1487.51
4018,"1721","00042","200909",192,1113.6,562.56
4019,"1102","00049","200909",312,1206.4,555.82
4020,"0600","00019","200909",288,1190.4,671.04
4021,"0615","00019","200909",312,1289.6,527.39
4022,"1718","00042","200909",336,1948.8,930.72
4023,"1902","00042","200909",264,1531.2,710.2
4024,"1715","00049","200909",288,1113.6,567.36
4025,"1718","00049","200909",336,1299.2,655.2
4027,"1704","00049","200909",456,1763.2,891.57
4028,"7400","00029","200909",108,338.4,169.19
4029,"0602","00042","200909",755,4379,1863.1
4030,"1807","00042","200909",204,1183.2,520.79
4031,"3004","00042","200909",192,1113.6,568.32
4032,"1403","00049","200909",408,1577.6,848.63
4033,"1801","00049","200909",144,556.8,273.6
4034,"2202","00049","200909",144,556.8,334.08
4035,"2804","00029","200909",480,1504,676.8
4036,"0500","00042","200909",102,591.6,365.39
4038,"2800","00049","200909",432,1670.4,784.8
4039,"2904","00049","200909",144,556.8,201.6
4040,"2804","00049","200909",456,1763.2,833.76
4041,"1701","00049","200909",288,1113.6,584.64
4042,"2006","00042","200909",213,1235.4,630.82
4043,"1726","00042","200909",120,696,332.4
4044,"1304","00049","200909",120,464,278.4
4045,"2803","00688","200909",396,2112,974.38
4046,"2200","00017","200909",144,604.8,272.16
4047,"2703","00029","200909",240,752,413.59
4048,"2803","00041","200909",192,1113.6,556.8
4050,"2803","00042","200909",216,1252.8,501.12
4051,"2703","00049","200909",912,3526.4,1865.25
4052,"1732","00049","200909",240,928,468
4053,"3203","00049","200909",432,1670.4,742.3
4054,"1902","00019","200909",744,3075.2,1509.84
4055,"2401","00049","200909",480,1856,1113.58
4056,"1103","00016","200909",120,392,198
4057,"2702","00033","200909",144,1632,612
4058,"3203","00042","200909",576,3340.8,1531.08
4059,"0613","00042","200909",252,1461.6,654.48
4061,"0603","00042","200909",144,835.2,455.04
4062,"7901","00049","200909",960,3712,1656
4063,"1803","00042","200909",264,1531.2,806.4
4064,"2001","00049","200909",144,556.8,283.68
4065,"0608","00042","200909",144,835.2,417.6
4066,"1731","00049","200909",144,556.8,288
4067,"2202","00017","200909",192,806.4,302.4
4068,"1745","00042","200909",1130,3564.7963,2777.0607
4069,"7704","00042","200909",144,835.2,375.84
4070,"7521","00021","200909",320,1450.6667,544
4071,"7202","00049","200909",360,1392,703.91
4072,"3206","00042","200909",744,4315.2,1759.2
4074,"3803","00049","200909",576,2227.2,1112.62
4075,"0503","00042","200909",120,696,348
4076,"3201","00042","200909",1224,7099.2,3097.02
4077,"0612","00049","200909",120,464,231.6
4078,"3703","00049","200909",384,1484.8,741.12
4079,"6019","00049","200909",120,464,146.4
4080,"1723","00042","200909",120,696,351.6
4081,"6034","00049","200909",120,464,208.8
4082,"0034","00017","200909",348,1461.6,566.99
4083,"1735","00049","200909",216,835.2,421.2
4084,"3204","00042","200909",192,1113.6,417.6
4086,"1707","00042","200909",354,2053.2,863.11
4087,"6901","00049","200909",120,464,278.4
4088,"7600","00049","200909",264,1020.8,510.38
4089,"2900","00029","200909",320,1002.6667,428
4090,"1800","00042","200909",144,835.2,364.79
4091,"3201","00029","200909",150,470,234.99
4092,"3303","00049","200909",144,556.8,278.39
4093,"1719","00042","200909",120,696,351.6
4094,"7519","00049","200909",240,928,463.98
4095,"2801","00042","200909",408,2366.4,1064.88
4097,"1304","00019","200909",420,1736,863.02
4098,"3307","00019","200909",144,595.2,297.59
4099,"1901","00029","200909",180,564,288
4100,"2803","00049","200909",1128,4361.6,2114.87
4101,"2101","00049","200909",600,2320,1050.03
4102,"8001","00016","200909",288,940.8,480.96
4103,"0106","00042","200909",156,904.8,387.34
4104,"9000","00049","200909",360,1392,405.98
4105,"1734","00019","200909",1536,6348.8,3216.96
4106,"2406","00014","200909",192,1062.4,531.18
4107,"1741","00049","200909",678,1425.9185,1251.099
4109,"7200","00049","200909",144,556.8,278.39
4110,"7703","00029","200909",120,376,187.99
4111,"2406","00049","200909",1152,4454.4,1879.17
4112,"0503","00049","200909",192,742.4,370.56
4113,"8402","00049","200909",432,1670.4,835.17
4114,"7507","00049","200909",144,556.8,278.39
4115,"2803","00022","200909",192,896,336
4116,"7502","00049","200909",792,3062.4,1519.59
4117,"0612","00019","200909",120,496,228
4118,"1000","00049","200909",144,556.8,231.99
4120,"3301","00019","200909",120,496,240
4121,"1719","00049","200909",192,742.4,374.4
4122,"3902","00042","200909",144,835.2,417.6
4123,"1725","00049","200909",144,556.8,283.68
4124,"2200","00022","200909",240,1120,420
4125,"7501","00049","200909",360,1392,695.98
4126,"3207","00042","200909",408,2366.4,1357.2
4127,"1734","00049","200909",1560,6032,2976
4128,"1403","00019","200909",120,496,252
4129,"3306","00019","200909",288,1190.4,595.18
4130,"1700","00042","200909",384,2227.2,1182.48
4131,"2701","00042","200909",336,1948.8,974.4
4133,"1602","00049","200909",192,742.4,278.4
4134,"3301","00022","200909",144,672,252
4135,"1733","00019","200909",384,1587.2,806.38
4136,"8506","00049","200909",360,1392,648
4137,"3301","00041","200909",240,1392,696
4138,"2802","00049","200909",144,556.8,292.32
4139,"3305","00029","200909",123,385.4,150.39
4140,"1103","00022","200909",144,672,264.96
4141,"1712","00029","200909",144,451.2,227.52
4142,"1729","00042","200909",264,1531.2,667.64
4143,"3301","00042","200909",336,1948.8,974.4
4145,"3305","00017","200909",144,604.8,302.4
4146,"2200","00803","200909",192,1216,456
4147,"1205","00049","200909",528,2041.6,972.96
4148,"1300","00049","200909",792,3062.4,1438.8
4149,"1726","00049","200909",144,556.8,280.8
4150,"0042","00049","200909",678,1425.9185,1099.4112
4151,"4001","00041","200909",144,835.2,417.6
4152,"3901","00049","200909",480,1856,928.79
4153,"8406","00049","200909",288,1113.6,556.78
4154,"2400","00049","200909",144,556.8,278.39
4156,"2005","00042","200909",126,730.8,397.18
4157,"2701","00049","200909",504,1948.8,974.37
4158,"1712","00019","200909",924,3819.2,1773.72
4159,"5102","01093","200909",150,380,142.5
4160,"1305","01092","200909",144,364.8,243.2
4161,"1308","00049","200909",120,464,278.4
4162,"1708","00042","200909",288,1670.4,709.92
4163,"6010","00049","200909",144,556.8,208.8
4164,"1714","00042","200909",432,2505.6,1196.64
4165,"1717","01105","200909",108,720,362.88
4166,"2002","00042","200909",108,626.4,300.47
4168,"1733","00042","200909",288,1670.4,803.14
4169,"0614","00019","200909",468,1934.4,948.36
4170,"0614","00049","200909",360,1392,656.52
4171,"4906","01093","200909",121,306.5333,95.98
4172,"1720","00049","200909",144,556.8,309.6
4173,"0054","00049","200909",678,1425.9185,1099.4112
4174,"3101","01210","200909",144,1200,612
4175,"8100","00042","200909",144,835.2,417.6
4176,"1307","00049","200909",144,556.8,283.68
4177,"3406","00017","200909",384,1612.8,756
4179,"3201","01355","200909",144,374.4,140.4
4180,"3207","01424","200909",144,912,911.99
4181,"6003","00021","200909",180,816,257.4
4182,"3100","00049","200909",264,1020.8,467.7
4183,"7520","00049","200909",456,1763.2,831.67
4184,"7204","00049","200909",504,1948.8,974.37
4185,"7505","00049","200909",588,2273.6,1135.19
4186,"1728","00042","200909",384,2227.2,1044.48
4187,"9500","00049","200909",144,556.8,167.04
4188,"0012","01093","200909",113,286.2667,190.8444
4189,"2200","00033","200909",144,1632,734.4
4190,"2601","00049","200909",288,1113.6,612.47
4192,"3501","00049","200909",408,1577.6,644.64
4193,"8101","00049","200909",144,556.8,189.12
4194,"1403","00029","200909",400,1253.3333,640
4195,"0606","00019","200909",360,1488,788.88
4196,"2400","00042","200909",108,626.4,313.2
4197,"1303","00049","200909",480,1856,820.8
4198,"3102","00042","200909",348,2018.4,899.04
4199,"1310","00029","200909",132,413.6,191.75
4200,"0034","00042","200909",196,1136.8,511.56
4201,"7700","00049","200909",192,742.4,278.4
4202,"4911","00049","200909",144,556.8,208.8
4204,"6500","00049","200909",144,556.8,278.39
4205,"0034","00034","200909",144,1632,612
4206,"2402","00029","200909",280,877.3333,439.19
4207,"2402","00049","200909",144,556.8,278.39
4208,"0034","00033","200909",144,1632,556.2
4209,"4901","00049","200909",144,556.8,259.2
4210,"6012","00021","200909",120,544,141.2
4211,"6012","00022","200909",168,784,215.8
4212,"2100","00029","200909",200,626.6667,282
4213,"1800","00049","200909",120,464,264
4215,"3302","00042","200909",240,1392,626.4
4216,"5402","00029","200909",120,376,192
4217,"3201","01467","200909",156,936,431.99
4218,"4301","00049","200909",144,556.8,250.56
4219,"2005","01105","200909",156,1040,558.71
4220,"3200","00033","200909",108,1224,543.94
4221,"7706","00049","200909",264,1020.8,417.59
4222,"0603","00016","200909",240,784,295.2
4223,"3108","00049","200909",168,649.6,330.96
4224,"0808","00042","200909",370,2146,1179.41
4225,"6700","00049","200909",288,1113.6,501.12
4227,"3200","00034","200909",156,1768,815.91
4228,"5702","00021","200909",125,566.6667,212.5
4229,"7405","00049","200909",1452,5614.4,2807.12
4230,"1806","00049","200909",360,1392,720
4231,"5702","00022","200909",125,583.3333,218.75
4232,"2805","00042","200909",432,2505.6,1002.24
4233,"2201","00049","200909",192,742.4,278.4
4234,"1601","01093","200909",103,260.9333,173.9556
4235,"3901","00029","200909",160,501.3333,256
4236,"3205","00049","200909",576,2227.2,1020.73
4238,"6000","00049","200909",192,742.4,278.4
4239,"3100","00029","200909",200,626.6667,236
4240,"3206","00029","200909",420,1316,655.98
4241,"1205","00042","200909",336,1948.8,894.72
4242,"2602","00049","200909",144,556.8,380.16
4243,"2201","00021","200909",192,870.4,326.4
4244,"1310","00042","200909",132,765.6,354.96
4245,"3901","00042","200909",668,3874.4,1884.96
4246,"1204","00049","200909",240,928,472.8
4247,"3008","00042","200909",144,835.2,426.24
4248,"1716","00042","200909",132,765.6,351.6
4249,"3302","00049","200909",552,2134.4,1016.16
4251,"2101","00042","200909",840,4872,2100.42
4252,"0700","00049","200909",144,556.8,277.92
4253,"1203","00019","200909",420,1736,845.55
4254,"3305","00042","200909",192,1113.6,501.12
4255,"3105","00049","200909",144,556.8,278.39
4256,"2805","00049","200909",144,556.8,278.39
4257,"0700","00042","200909",246,1426.8,678.5
4258,"0035","00049","200909",144,556.8,236.63
4259,"2002","00041","200909",132,765.6,375.59
4260,"2002","00049","200909",120,464,264
4261,"3405","00029","200909",160,501.3333,251.2
4263,"3305","00041","200909",192,1113.6,501.12
4264,"1202","00019","200909",120,496,238.08
4265,"6003","00022","200909",180,840,252
4266,"0006","00049","200909",168,649.6,330.96
4267,"1800","00029","200909",228,714.4,309.98
4268,"1710","00019","200909",360,1488,753.84
4269,"1741","00019","200909",904,2032.3436,1398.5613
4270,"3303","00042","200909",322,1867.6,835.18
4271,"2600","00049","200909",120,464,278.4
4272,"4102","00042","200909",144,835.2,417.6
4274,"1707","00019","200909",240,992,621.6
4275,"6701","00049","200909",144,556.8,278.39
4276,"7402","00049","200909",144,556.8,278.39
4277,"2802","00029","200909",163,510.7333,240.63
4278,"8400","00049","200909",936,3619.2,1512
4279,"1729","00049","200909",144,556.8,280.8
4280,"3100","00017","200909",320,1344,568
4281,"2005","00022","200909",252,1176,587.99
4282,"0602","00049","200909",720,2784,1211.13
4283,"1001","00049","200909",120,464,236.4
4284,"3500","00049","200909",144,556.8,278.39
4286,"1721","00049","200909",192,742.4,374.4
4287,"3102","00049","200909",1488,5753.6,2830.04
4288,"0034","00019","200909",720,2976,1473.12
4289,"3207","00041","200909",288,1670.4,835.2
4290,"3403","01092","200909",120,304,202.6667
4291,"5100","01093","200909",192,486.4,182.4
4292,"3207","00688","200909",300,1600,767.98
4293,"5402","00049","200909",120,464,278.4
4294,"1723","00049","200909",264,1020.8,534
4295,"0007","00021","200909",144,652.8,326.39
4297,"5500","00049","200909",144,556.8,208.8
4298,"0012","01355","200909",108,280.8,140.4
4299,"5601","01097","200909",180,564,281.98
4300,"0034","00688","200909",102,544,230.39
4301,"1739","00042","200909",240,1392,626.4
4302,"0107","00049","200909",120,464,231.99
4303,"4500","00049","200909",120,464,231.99
4304,"1734","00688","200909",104,554.6667,264.16
4305,"0402","01210","200909",192,1600,720
4306,"3405","00017","200909",396,1663.2,773.76
4307,"6013","01093","200909",384,972.8,292.8
4308,"1739","00049","200909",192,742.4,278.4
4310,"2005","00049","200909",240,928,472.8
4311,"0602","00017","200909",432,1814.4,682.56
4312,"0011","00042","200909",192,1113.6,418.56
4313,"7504","00049","200909",144,556.8,278.39
4314,"3200","00017","200909",192,806.4,302.4
4315,"7516","00049","200909",120,464,231.99
4316,"3200","00688","200909",108,576,255.97
4317,"1807","00019","200909",192,793.6,397.44
4318,"3201","00688","200909",156,832,383.99
4319,"6012","00029","200909",128,401.0667,123.04
4320,"1300","00029","200909",400,1253.3333,470
4322,"0616","00019","200909",360,1488,695.52
4323,"3401","01092","200909",120,304,202.6667
4324,"6035","01093","200909",144,364.8,122.4
4325,"3303","00029","200909",240,752,375.98
4326,"3102","00029","200909",360,1128,530.4
4327,"1310","00049","200909",120,464,236.4
4328,"1728","00029","200909",120,376,178.8
4329,"7521","00049","200909",336,1299.2,695.99
4330,"0611","00019","200909",600,2480,992.4
4331,"3204","00041","200909",192,1113.6,417.6
4333,"3206","00019","200909",288,1190.4,595.18
